ID,GENERO,ESTADO_CIVIL,EDAD,GRADO_INSTRUCCION,CONDICION_VIVIENDA,NUMERO_DEPENDIENTES,DPTO_DOMICILIO,ANTIGUEDAD_DOMICILIO,TIPO_TRABAJADOR,TIENE_VEHIVULO,LIQUIDEZDISPONIBLE,ACTIVIDAD_ECONOMICA,DEUDAS_NEGATIVAS,T_D_AC_VEN_MA30_3M,RT_N_ENT_M0_3M,ANTIGUEDAD_LABORAL,UTILIDADOPERATIVA,VENTASNETAS,ENDEUDAMIENTOPATRIMONIAL,MARGENOPERATIVO,CICLOFINANCIERO,SEGMENTO,TARGET
2319,M,S,21,TECNICO,DE FAMILIAR,0,SAN MARTIN,4,INDEPENDIENTE,False,806.42,BODEGAS,0,0,0,5,676.42,1900,0.22,6.73,21.05,2,0
2320,F,S,36,PRIMARIA,PROPIO,3,LA LIBERTAD,16,INDEPENDIENTE,False,190,BODEGAS,0,0,0,5,730,450,0.22,24.33,30,3,0
2321,M,S,27,TECNICO,DE FAMILIAR,1,HUANCAVELICA,7,INDEPENDIENTE,False,1650.4,BODEGAS,0,0,0,5,1190.4,7505,0.22,19.32,41.95,1,0
2322,M,C,57,PRIMARIA,PROPIO,2,HUANCAVELICA,11,INDEPENDIENTE,False,1633.82,VENTA DE GRANOS,0,0,1,5,1858.82,10420,0.22,11.18,30.27,1,0
2323,F,S,25,TECNICO,DE FAMILIAR,1,CAJAMARCA,0,INDEPENDIENTE,False,315,VENTA DE COMIDAS,0,1,0,0,315,3800,0.22,12.5,138.6,1,0
2324,M,C,60,PRIMARIA,PROPIO,0,CAJAMARCA,27,INDEPENDIENTE,False,755,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,980,104000,0.22,65.33,17.62,1,0
2325,M,S,25,MEDIO/SECUNDARIA,PROPIO,1,HUANCAVELICA,6,INDEPENDIENTE,False,557.92,BODEGAS,0,0,0,5,1152.92,10280,0.22,22.17,47.21,1,0
2326,F,S,33,PRIMARIA,PROPIO,2,CAJAMARCA,33,DEPENDIENTE,False,704.31,OTRAS ACTIVIDADES,0,0,0,5,719.31,1700,0.47,17.93,19.12,1,0
2327,M,S,47,PRIMARIA,PROPIO,1,CAJAMARCA,16,INDEPENDIENTE,True,348.8,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,556,1040,0.22,57.91,30,1,0
2328,M,S,24,PRIMARIA,DE FAMILIAR,0,CAJAMARCA,7,INDEPENDIENTE,False,297.8,VENTA DE PRODUCTOS LACTEOS,0,1,0,5,568.8,5880,0.22,33.73,13.97,1,0
2329,F,S,42,PRIMARIA,PROPIO,1,AYACUCHO,11,INDEPENDIENTE,False,640,OTRAS ACTIVIDADES,0,0,0,5,1228,5220,0.22,43.11,29.18,3,1
2330,F,C,50,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,11,INDEPENDIENTE,False,460,BODEGAS,0,0,0,11,1370,4960,0.33,26.24,24.88,1,0
2331,M,C,63,PRIMARIA,PROPIO,1,CAJAMARCA,36,INDEPENDIENTE,False,910,VENTA AL POR MAYOR DE ANIMALES,0,0,0,37,1130,6855,0.22,36.68,18.21,1,0
2332,M,S,26,MEDIO/SECUNDARIA,PROPIO,0,LIMA,3,INDEPENDIENTE,True,610,TRANSPORTE,0,1,0,5,910,11960,0.22,32.04,30,3,0
2333,M,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,0,CAJAMARCA,16,INDEPENDIENTE,False,2604,VENTA DE PRODUCTOS LACTEOS,0,1,0,7,2756,4540,0.22,68.15,9.23,1,0
2334,M,S,36,MEDIO/SECUNDARIA,DE FAMILIAR,0,CAJAMARCA,16,INDEPENDIENTE,False,1317.15,BODEGAS,0,0,0,5,1710.15,12400,0.13,24.91,23.49,1,0
2335,F,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,16,INDEPENDIENTE,False,220.82,BODEGAS,0,0,0,5,750.82,5365,0.22,19.25,5.58,3,0
2336,F,S,23,MEDIO/SECUNDARIA,ALQUILADO,1,PIURA,2,INDEPENDIENTE,False,517,VENTA DE ROPA -TEXTILES,0,0,0,5,822,7890,0.22,15.68,18.15,2,0
2337,M,S,29,TECNICO,PROPIO,2,CAJAMARCA,16,INDEPENDIENTE,False,264.6,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,436.6,11200,0.22,52.92,32.53,1,0
2338,F,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,2,CUSCO,2,INDEPENDIENTE,False,465,OTRAS ACTIVIDADES,0,0,0,5,600,6600,0.22,53.57,66.95,3,1
2339,M,S,51,PRIMARIA,PROPIO,2,CAJAMARCA,51,INDEPENDIENTE,False,299,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,418,7300,0.22,39.43,87.65,1,0
2340,F,S,42,TECNICO,PROPIO,2,PIURA,6,INDEPENDIENTE,False,1195,OTRAS ACTIVIDADES,0,0,0,5,1800,1120,0.22,60.16,44.19,2,0
2341,M,S,43,UNIVERSITRARIO,DE FAMILIAR,2,CAJAMARCA,7,INDEPENDIENTE,False,866.8,VENTA DE PRODUCTOS FARMACEUTICOS,0,0,0,5,1934.96,1400,0.72,23.27,75,1,0
2342,F,S,42,MEDIO/SECUNDARIA,ALQUILADO,2,APURIMAC,2,INDEPENDIENTE,False,884.67,BODEGAS,0,1,0,5,1199.67,3200,0.22,13.38,15.05,3,1
2343,M,S,39,MEDIO/SECUNDARIA,PROPIO,3,LAMBAYEQUE,16,INDEPENDIENTE,False,2686,OTRAS ACTIVIDADES,0,0,0,4,3490,2400,0.22,30.29,10.5,2,0
2344,F,S,22,MEDIO/SECUNDARIA,ALQUILADO,0,AMAZONAS,1,INDEPENDIENTE,False,2000,VENTA DE COMIDAS,0,0,0,1,2443,3220,0.22,14.96,9.69,1,0
2345,F,S,57,MEDIO/SECUNDARIA,PROPIO,1,UCAYALI,11,INDEPENDIENTE,False,628,BODEGAS,0,0,0,5,1520,6420,0.22,41.3,27.76,3,0
2346,M,S,44,MEDIO/SECUNDARIA,DE FAMILIAR,2,LAMBAYEQUE,10,INDEPENDIENTE,False,450,OTRAS ACTIVIDADES,0,1,0,5,1370,4100,0.22,28.54,30,2,0
2347,M,S,34,MEDIO/SECUNDARIA,PROPIO,4,LAMBAYEQUE,3,INDEPENDIENTE,False,569.75,VENTA DE VERDURAS Y FRUTAS,0,0,0,7,2269.75,2800,0.22,22.78,30,2,0
2348,F,S,49,TECNICO,PROPIO,1,CAJAMARCA,6,INDEPENDIENTE,False,828.91,VENTA DE PRODUCTOS FARMACEUTICOS,0,0,0,5,1832,3920,0.5,20.86,45.42,1,0
2349,M,S,53,PRIMARIA,PROPIO,0,LA LIBERTAD,6,INDEPENDIENTE,False,510,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,1060,23840,0.22,13.26,1.75,3,0
2350,F,S,53,PRIMARIA,PROPIO,1,PIURA,12,INDEPENDIENTE,False,900,OTRAS ACTIVIDADES,0,0,0,5,1650,17820,0.22,41.25,35.76,2,0
2351,M,S,36,MEDIO/SECUNDARIA,PROPIO,1,LA LIBERTAD,4,INDEPENDIENTE,False,415,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,1320,15800,0.18,52.8,46.38,3,0
2352,M,S,33,UNIVERSITRARIO,ALQUILADO,0,AREQUIPA,2,INDEPENDIENTE,False,365,OTRAS ACTIVIDADES,0,0,0,5,550,12060,0.22,51.88,60.08,3,0
2353,M,S,23,MEDIO/SECUNDARIA,ALQUILADO,1,LIMA,1,INDEPENDIENTE,True,2800,TRANSPORTE,0,0,0,5,1110,5400,0.22,38.54,16.29,3,1
2354,M,S,46,MEDIO/SECUNDARIA,PROPIO,1,LIMA,16,INDEPENDIENTE,False,904,VENTA DE COMIDAS,0,1,0,2,974,12400,0.22,21.08,7.75,3,0
2355,M,S,43,TECNICO,PROPIO,2,CAJAMARCA,6,DEPENDIENTE,False,1318,VENTA DE PRODUCTOS FARMACEUTICOS,0,0,0,5,1008,4100,0.22,28.63,2.65,1,0
2356,M,S,49,MEDIO/SECUNDARIA,ALQUILADO,0,AREQUIPA,5,INDEPENDIENTE,False,820,OTRAS ACTIVIDADES,0,1,0,5,1520,8400,0.22,54.28,22.95,3,0
2357,M,S,57,UNIVERSITRARIO,PROPIO,3,LAMBAYEQUE,10,INDEPENDIENTE,False,2150,OTRAS ACTIVIDADES,0,0,0,5,3080,2520,0.22,38.5,15.47,2,0
2358,M,S,41,MEDIO/SECUNDARIA,PROPIO,2,HUANCAVELICA,15,INDEPENDIENTE,False,340,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,5,1140,3400,0.22,57,15.82,1,0
2359,F,S,35,TECNICO,PROPIO,2,LAMBAYEQUE,2,INDEPENDIENTE,False,212.84,VENTA DE ROPA -TEXTILES,0,1,0,5,742.84,2680,0.22,43.69,30,2,0
2360,F,S,31,TECNICO,PROPIO,1,PASCO,2,INDEPENDIENTE,False,501,FABRICACION DE PRENDAS DE VESTIR,0,0,0,5,426,2800,0.22,9.5,85.71,2,0
2361,F,C,26,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,6,INDEPENDIENTE,False,1270,VENTA DE ROPA -TEXTILES,0,1,0,5,1520,2000,0.22,36.19,30,3,0
2362,F,S,49,MEDIO/SECUNDARIA,PROPIO,3,HUANCAVELICA,20,INDEPENDIENTE,False,1588,VENTA DE COMIDAS,0,0,0,5,2432,2866.8,0.22,25.14,575.73,1,0
2363,F,S,46,MEDIO/SECUNDARIA,ALQUILADO,0,LIMA,1,INDEPENDIENTE,False,573.75,BODEGAS,0,1,0,5,999.72,1640,0.22,7.26,32.01,3,0
2364,M,C,57,MEDIO/SECUNDARIA,PROPIO,0,AYACUCHO,6,INDEPENDIENTE,False,665,OTRAS ACTIVIDADES,0,1,0,5,1023,1350,0.22,45,122.72,3,0
2365,F,C,61,MEDIO/SECUNDARIA,PROPIO,0,APURIMAC,21,INDEPENDIENTE,True,1522.77,OTRAS ACTIVIDADES,0,0,0,5,2317.27,4065,0.19,17.99,90.43,3,0
2366,M,S,25,MEDIO/SECUNDARIA,PROPIO,3,CAJAMARCA,3,INDEPENDIENTE,False,300,TRANSPORTE,0,1,0,5,800,3120,0.22,71.42,30,1,0
2367,F,S,25,TECNICO,DE FAMILIAR,1,LAMBAYEQUE,3,INDEPENDIENTE,False,171,VENTA DE PRODUCTOS FARMACEUTICOS,0,1,0,5,330,4440,0.22,22,31.14,2,0
2368,M,S,54,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,5,INDEPENDIENTE,False,1330,OTRAS ACTIVIDADES,0,0,0,5,2160,1800,0.22,63.52,115.9,2,0
2369,F,S,62,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,16,INDEPENDIENTE,False,1203.5,OTRAS ACTIVIDADES,0,0,0,5,1883.5,3820,0.22,16.09,14.25,1,0
2370,F,S,28,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,10,INDEPENDIENTE,False,205,VENTA DE ROPA -TEXTILES,0,0,0,1,805,2200,0.22,47.07,5.45,2,0
2371,M,S,34,MEDIO/SECUNDARIA,PROPIO,0,LA LIBERTAD,16,INDEPENDIENTE,False,264,TRANSPORTE,0,0,0,6,804,6550,0.22,67,77.11,3,0
2372,M,C,39,MEDIO/SECUNDARIA,PROPIO,1,LAMBAYEQUE,6,INDEPENDIENTE,False,470,OTRAS ACTIVIDADES,0,0,0,5,975,4448,0.22,58.03,16.06,2,0
2373,F,S,36,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,1,INDEPENDIENTE,False,725.76,BODEGAS,0,0,0,1,556.4,6560,0.22,11.99,25.69,2,0
2374,M,S,42,MEDIO/SECUNDARIA,PROPIO,0,PIURA,2,INDEPENDIENTE,True,1055,OTRAS ACTIVIDADES,1,0,0,5,1985,6800,0.22,13.78,31.14,2,0
2375,F,S,30,OTRO,DE FAMILIAR,0,LIMA,6,INDEPENDIENTE,False,732,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,830,9000,0.22,5.12,67.31,3,0
2376,M,S,37,MEDIO/SECUNDARIA,PROPIO,2,CAJAMARCA,6,INDEPENDIENTE,False,460,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,800,1350,0.22,25.8,182.85,1,0
2377,F,S,49,TECNICO,PROPIO,0,LIMA,4,INDEPENDIENTE,True,1337.11,OTRAS ACTIVIDADES,1,1,0,5,4199.11,2130,0.22,48.84,103.52,3,0
2378,M,S,53,MEDIO/SECUNDARIA,DE FAMILIAR,0,PIURA,16,INDEPENDIENTE,False,455,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,410,24080,0.22,6.1,4.53,2,0
2379,F,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,0,UCAYALI,6,INDEPENDIENTE,True,1600,LICORERIA,0,0,0,5,2200,2980,0.22,39.28,14.57,3,0
2380,M,C,30,MEDIO/SECUNDARIA,DE FAMILIAR,2,CAJAMARCA,29,INDEPENDIENTE,False,1024,OTRAS ACTIVIDADES,0,0,0,5,1530,1000,0.22,34,30,1,0
2381,F,S,53,MEDIO/SECUNDARIA,PROPIO,2,LIMA,26,INDEPENDIENTE,False,2775.17,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,3472.41,47250,0.22,6.2,11.42,3,0
2382,F,S,25,MEDIO/SECUNDARIA,DE FAMILIAR,2,LORETO,3,INDEPENDIENTE,False,173,BODEGAS,0,1,0,2,726,1000,0.22,29.04,30,3,0
2383,F,S,27,MEDIO/SECUNDARIA,PROPIO,1,LORETO,7,INDEPENDIENTE,True,588,ABARROTE,0,1,0,5,688,8280,0.22,8.86,30.37,3,0
2384,F,S,37,TECNICO,PROPIO,1,LORETO,4,INDEPENDIENTE,False,790,VENTA DE COMIDAS,0,0,0,2,1280,11700,0.22,40,30,3,0
2385,M,S,46,UNIVERSITRARIO,DE FAMILIAR,2,CAJAMARCA,36,INDEPENDIENTE,False,1104.92,BODEGAS,0,0,0,5,1274.92,5880,0.09,22.76,5.95,1,0
2386,F,S,33,TECNICO,DE FAMILIAR,3,CUSCO,32,INDEPENDIENTE,True,825,TRANSPORTE,0,0,0,4,1495,12000,0.22,31.14,9.39,3,0
2387,M,C,53,MEDIO/SECUNDARIA,PROPIO,2,LIMA,16,INDEPENDIENTE,True,540,OTRAS ACTIVIDADES,0,1,0,5,1210,4435,0.22,86.42,74.22,3,1
2388,F,S,47,MEDIO/SECUNDARIA,DE FAMILIAR,2,LIMA,4,INDEPENDIENTE,False,676.13,BODEGAS,0,0,0,5,1729.03,3600,0.22,36.63,32.81,3,1
2389,M,S,52,MEDIO/SECUNDARIA,PROPIO,0,LIMA,16,INDEPENDIENTE,False,864,BODEGAS,0,1,0,4,1636,29056,0.22,28.6,78.84,3,0
2390,F,S,30,TECNICO,DE FAMILIAR,0,LIMA,4,INDEPENDIENTE,False,569,FABRICACION DE PRENDAS DE VESTIR,0,0,0,5,494,2800,0.22,9.5,95.66,3,0
2391,F,S,51,TECNICO,PROPIO,0,SAN MARTIN,6,INDEPENDIENTE,False,500,PANADERIA,0,0,0,5,740,31200,0.22,9.48,4.92,2,0
2392,F,S,34,MEDIO/SECUNDARIA,DE FAMILIAR,1,SAN MARTIN,10,DEPENDIENTE,False,612,BODEGAS,0,0,0,5,582,25600,0.22,36.37,9.33,2,0
2393,F,S,36,MEDIO/SECUNDARIA,ALQUILADO,4,LAMBAYEQUE,5,INDEPENDIENTE,False,610,OTRAS ACTIVIDADES,1,1,1,5,1460,63600,0.22,22.53,42.2,2,0
2394,M,S,43,MEDIO/SECUNDARIA,PROPIO,3,ICA,7,INDEPENDIENTE,False,558,TRANSPORTE,0,0,0,1,1520,14000,0.22,64.95,41.07,2,0
2395,M,S,45,PRIMARIA,PROPIO,1,CAJAMARCA,11,INDEPENDIENTE,False,245.3,OTRAS ACTIVIDADES,0,0,0,5,494,4980,0.22,32.5,26.53,1,0
2396,M,S,50,PRIMARIA,PROPIO,0,CAJAMARCA,16,INDEPENDIENTE,False,1233.28,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,1255.28,14414.4,0.22,9.65,2.33,1,0
2397,M,S,30,MEDIO/SECUNDARIA,DE FAMILIAR,0,ICA,26,INDEPENDIENTE,True,332,TRANSPORTE,0,1,0,6,1530,16400,0.22,68.91,36.29,2,0
2398,M,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,16,INDEPENDIENTE,False,344,OTRAS ACTIVIDADES,0,0,0,16,394,26832,0.22,22.38,5.74,2,0
2399,M,C,62,PRIMARIA,PROPIO,0,SAN MARTIN,5,INDEPENDIENTE,False,567,VENTA DE VERDURAS Y FRUTAS,0,0,0,27,830,3120,0.5,31.92,30,2,0
2400,F,S,40,MEDIO/SECUNDARIA,ALQUILADO,1,CUSCO,2,INDEPENDIENTE,False,968.4,VENTA DE COMIDAS,0,0,0,1,1778.4,8200,0.22,26.3,41.34,3,0
2401,M,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,0,LA LIBERTAD,16,INDEPENDIENTE,False,873,BODEGAS,0,0,0,5,1708,7200,0.22,23.01,49.47,3,0
2402,F,S,18,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,16,INDEPENDIENTE,False,549.6,OTRAS ACTIVIDADES,0,0,0,5,589.6,5160,0.22,35.09,12.5,2,0
2403,F,S,45,PRIMARIA,ALQUILADO,1,SAN MARTIN,2,INDEPENDIENTE,False,297,BODEGAS,0,0,0,2,387,7680,0.22,21.98,12.57,2,0
2404,F,C,31,PRIMARIA,PROPIO,2,CAJAMARCA,16,INDEPENDIENTE,False,1760,OTRAS ACTIVIDADES,0,0,0,5,920,3840,0.22,65.71,30,1,0
2405,F,C,55,MEDIO/SECUNDARIA,PROPIO,0,LIMA,6,INDEPENDIENTE,False,479.79,BODEGAS,0,0,0,5,629.79,1820,0.22,17.3,30,3,0
2406,F,S,45,MEDIO/SECUNDARIA,PROPIO,1,LA LIBERTAD,15,DEPENDIENTE,False,574.43,HOTELES Y HOSPEDAJE,0,0,1,5,1444,1500,0.22,75.6,30,3,0
2407,F,S,36,MEDIO/SECUNDARIA,DE FAMILIAR,4,CAJAMARCA,2,INDEPENDIENTE,False,495,BODEGAS,0,0,0,2,565,780,1.08,33.23,-141.84,1,0
2408,M,C,52,TECNICO,PROPIO,2,LAMBAYEQUE,6,INDEPENDIENTE,False,540,TRANSPORTE,0,1,0,6,1200,7000,0.22,46.87,37.5,2,0
2409,M,S,41,PRIMARIA,PROPIO,6,HUANCAVELICA,26,INDEPENDIENTE,False,576.42,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,1077.42,3600,0.22,30.78,30,1,0
2410,F,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,15,INDEPENDIENTE,True,726.3,VENTA DE COMIDAS,0,0,0,5,1816.3,3500,0.22,27.19,112.78,3,0
2411,M,S,49,UNIVERSITRARIO,DE FAMILIAR,0,LAMBAYEQUE,14,INDEPENDIENTE,False,1225,OTRAS ACTIVIDADES,0,1,0,13,1690,4500,0.22,28.16,48.38,2,0
2412,M,S,40,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,16,INDEPENDIENTE,False,570.59,PRODUCCION LACTEOS Y DERIVADOS,0,1,0,5,924.19,3240,0.22,5.63,20.03,1,0
2413,F,C,36,MEDIO/SECUNDARIA,PROPIO,2,PIURA,6,DEPENDIENTE,False,1832,TRANSPORTE,0,0,0,6,2682,4800,0.22,74.5,16.62,2,0
2414,M,S,36,MEDIO/SECUNDARIA,PROPIO,2,CAJAMARCA,2,INDEPENDIENTE,True,345,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,680,3760,0.22,83.95,51.09,1,0
2415,F,S,55,MEDIO/SECUNDARIA,PROPIO,2,CUSCO,6,INDEPENDIENTE,False,1097.3,BODEGAS,0,0,0,5,1667.3,1350,0.22,47.91,11.25,3,0
2416,M,S,37,MEDIO/SECUNDARIA,DE FAMILIAR,3,LAMBAYEQUE,1,DEPENDIENTE,False,5640,FERRETERIA,1,0,0,6,6890,4000,0.22,12.3,107.32,2,0
2417,M,S,28,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,4,INDEPENDIENTE,False,720,OTRAS ACTIVIDADES,0,0,0,5,1030,4065,0.22,26.41,131.83,2,0
2418,M,S,20,PRIMARIA,DE FAMILIAR,1,CAJAMARCA,3,INDEPENDIENTE,False,560,VENTA AL POR MAYOR DE ANIMALES,0,1,0,5,895,11000,0.22,12.26,36.61,1,1
2419,M,S,46,PRIMARIA,ALQUILADO,3,CAJAMARCA,16,INDEPENDIENTE,False,504.66,VENTA DE PRODUCTO AGROPECUARIO,0,0,0,5,1094.66,3600,0.22,20.77,2.01,1,0
2420,M,C,55,MEDIO/SECUNDARIA,PROPIO,0,CUSCO,26,INDEPENDIENTE,False,1288.4,CRIA DE ANIMALES DOMESTICOS,0,0,0,27,2924.4,4920,0.17,10.15,6.92,3,0
2421,F,S,42,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,11,INDEPENDIENTE,False,735.5,OTRAS ACTIVIDADES,0,1,0,5,342.5,6300,0.22,76.11,2.97,3,1
2422,F,S,26,MEDIO/SECUNDARIA,PROPIO,1,PIURA,4,INDEPENDIENTE,False,931.6,BODEGAS,0,1,0,5,436.6,4330,0.22,26.06,30,2,0
2423,M,S,51,MEDIO/SECUNDARIA,PROPIO,0,JUNIN,16,INDEPENDIENTE,False,230,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,5,1100,4000,0.22,55,30,2,1
2424,M,S,35,MEDIO/SECUNDARIA,PROPIO,3,LAMBAYEQUE,6,INDEPENDIENTE,False,125,BODEGAS,0,0,0,6,600,3300,0.22,40.54,30,2,0
2425,F,S,47,MEDIO/SECUNDARIA,DE FAMILIAR,2,CAJAMARCA,21,INDEPENDIENTE,False,521.66,LICORERIA,0,0,0,5,836.66,14800,0.22,21.9,35.34,1,0
2426,M,S,30,TECNICO,DE FAMILIAR,1,LIMA,8,INDEPENDIENTE,False,410,TRANSPORTE,0,0,0,5,560,2010,0.22,14.35,103.19,3,0
2427,F,S,34,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,6,INDEPENDIENTE,False,340,OTRAS ACTIVIDADES,0,1,1,5,1190,1680,0.22,33.05,1.07,2,0
2428,F,S,36,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,4,INDEPENDIENTE,False,430,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,1050,1600,0.22,47.94,21.87,1,0
2429,M,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,2,INDEPENDIENTE,False,422,OTRAS ACTIVIDADES,0,1,0,5,922,3360,0.22,33.64,30,2,0
2430,M,S,34,MEDIO/SECUNDARIA,DE FAMILIAR,2,LAMBAYEQUE,16,INDEPENDIENTE,False,210,CRIA DE ANIMALES DOMESTICOS,0,1,0,5,425,1500,0.22,58.62,30,2,0
2431,M,S,33,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,3,INDEPENDIENTE,False,119,TRANSPORTE,0,1,0,5,609,2590,0.22,59.7,64.59,2,0
2432,F,S,33,MEDIO/SECUNDARIA,PROPIO,2,LA LIBERTAD,16,INDEPENDIENTE,False,264,BODEGAS,0,0,0,5,586,4500,0.22,18.45,15.51,3,0
2433,M,S,40,MEDIO/SECUNDARIA,PROPIO,5,LAMBAYEQUE,11,INDEPENDIENTE,False,2170,LICORERIA,0,0,0,10,3230,5600,0.22,32.95,20.36,2,0
2434,F,S,51,MEDIO/SECUNDARIA,DE FAMILIAR,2,LIMA,26,INDEPENDIENTE,False,639.6,OTRAS ACTIVIDADES,0,0,0,5,1519.6,5775,0.22,88.1,41.02,3,0
2435,M,S,45,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,14,INDEPENDIENTE,True,930,TRANSPORTE,0,0,0,5,850,1600,0.22,31.25,197.14,3,0
2436,M,S,61,MEDIO/SECUNDARIA,PROPIO,0,LORETO,16,INDEPENDIENTE,False,429.8,BAZAR,0,0,0,5,1249.8,3200,0.22,27.65,11.25,3,0
2437,M,S,32,MEDIO/SECUNDARIA,DE FAMILIAR,3,LA LIBERTAD,13,DEPENDIENTE,False,820,OTRAS ACTIVIDADES,0,0,0,5,1100,8400,0.22,91.66,45.56,3,0
2438,F,C,65,MEDIO/SECUNDARIA,PROPIO,0,ANCASH,16,INDEPENDIENTE,False,447.32,LICORERIA,0,1,0,5,1092.32,1300,0.22,24.38,30,3,0
2439,M,S,52,MEDIO/SECUNDARIA,PROPIO,3,CUSCO,16,INDEPENDIENTE,False,892,CULTIVOS AGRICOLAS,0,0,0,5,949,2850,0.22,13.57,43.48,3,0
2440,M,S,46,MEDIO/SECUNDARIA,PROPIO,0,LIMA,16,INDEPENDIENTE,True,999.58,OTRAS ACTIVIDADES,0,1,0,5,2039.58,4200,0.22,51.5,9.52,3,0
2441,F,S,37,TECNICO,ALQUILADO,2,UCAYALI,0,INDEPENDIENTE,False,1110,FABRICACION DE PRENDAS DE VESTIR,0,0,1,5,1390,13200,0.22,21.06,30,3,0
2442,F,S,63,PRIMARIA,PROPIO,0,LIMA,6,INDEPENDIENTE,False,1044.97,BAZAR,0,1,0,5,1394.97,10120,0.22,12.63,62.23,3,0
2443,F,S,38,MEDIO/SECUNDARIA,PROPIO,2,TUMBES,4,INDEPENDIENTE,False,156,VENTA DE ROPA -TEXTILES,0,0,0,5,166,4784,0.22,14.06,11.18,2,0
2444,M,S,56,MEDIO/SECUNDARIA,PROPIO,1,ICA,20,INDEPENDIENTE,True,717,TRANSPORTE,0,0,0,19,1902,4360,0.22,67.44,65.94,2,0
2445,M,S,41,MEDIO/SECUNDARIA,DE FAMILIAR,2,LA LIBERTAD,6,INDEPENDIENTE,False,653,OTRAS ACTIVIDADES,0,1,1,5,1970,20800,0.3,51.84,49.93,3,0
2446,M,S,47,PRIMARIA,PROPIO,0,SAN MARTIN,18,INDEPENDIENTE,False,7662,OTRAS ACTIVIDADES,0,1,0,5,8550,6800,0.22,12.21,39.89,2,0
2447,F,C,38,MEDIO/SECUNDARIA,DE FAMILIAR,3,LAMBAYEQUE,12,INDEPENDIENTE,False,987,TRANSPORTE,0,0,0,5,1887,20432,0.22,62.9,28.98,2,0
2448,F,S,37,MEDIO/SECUNDARIA,PROPIO,2,PIURA,9,INDEPENDIENTE,False,538,BODEGAS,0,0,0,5,838,8056,0.22,26.65,47.8,2,1
2449,M,C,44,MEDIO/SECUNDARIA,DE FAMILIAR,2,LA LIBERTAD,16,INDEPENDIENTE,True,376.75,TRANSPORTE,0,1,0,5,1086.75,6320,0.22,70.56,1.36,3,0
2450,F,C,38,MEDIO/SECUNDARIA,PROPIO,3,LAMBAYEQUE,11,INDEPENDIENTE,False,341,BODEGAS,0,0,0,5,545,7440,0.57,15.22,60.11,2,0
2451,F,S,59,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,46,INDEPENDIENTE,False,227.8,VENTA DE COMIDAS,0,1,0,5,437.8,4320,0.22,22.24,2.43,2,1
2452,F,S,32,TECNICO,PROPIO,1,TACNA,11,INDEPENDIENTE,False,1295,BODEGAS,0,1,0,5,1605,4800,0.22,16.89,52.68,2,0
2453,F,S,33,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,15,INDEPENDIENTE,False,430,VENTA DE CARNE Y DERIVADOS,0,0,0,9,380,3360,0.22,8.79,11.9,2,0
2454,M,S,40,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,16,INDEPENDIENTE,False,192,VENTA DE PERFUMES,0,0,0,5,732,6024,0.22,34.52,12.35,2,0
